"AnalysisName"	"AnalysisPath"	"AnalyteId"	"AnalyteName"	"RegisterNumber"	"Elemental Composition"	"PMI"	"m/z"	"expected m/z"	"Error [ppm]"	"Error [Da]"	"Error [mDa]"	"Resolution m/z"	"Area"	"Height"	"mSigma"	"Score"	"IdendificationStatus"	"Retention Time[min]"	"Expected Retention Time[min]"	"Delta RT[min]"	"Status"	"Quantity"	"Adduct"	"SigmaScore"	"MassErrorScore"	"RetentionTimeScore"	"QualifierScore"	"CompoundId"	"SampleType"	"Marked"	"Internal Standard(ISTD)"	"Internal Standard Retention Time[min]"	"ISTD Area"	"ISTD Height"	"RRT"	"relative Area"	"relative Height"	"Signal/Noise"	"Compound Status"	"cdrChromatogramProperties"	"cdrSpectrumId"	"m/z calibration StdDev."	"Expected Quantity"	"Injection Volume"	"Manually Integrated"	"SigmaScoreString"	"MassErrorScoreString"	"RetentionTimeScoreString"	"DiagnosticIonScoreString"	"Expected Qualifier Ions"	"Found Qualifier Ions"	"Expected Optional Ions"	"Found Optional Ions"	"Expected Mandatory Diagnostic Ions"	"Found Mandatory Diagnostic Ions"	"Unit of Quantity"	"Quantity w/ unit"	"Expected quantity w/ unit"	"Quantity below lowest calibration level"	"Quantity above highest calibration level"	"Reporting Limit Exceeded"	"Quality of Quantity"	"R2"	"Accuracy/Recovery[%]"	"AnalysisId"	"UserFlag"	"Ion Ratio Q1"	"Ion Ratio Q2"	"Ion Ratio Q3"	"Ion Ratio Q4"	"Ion Ratio Q5"	"Full Width Half Maximum Chromatographic Peak [s]"	"Residuals[%]"	"Internal standard used for calibration function calculation"	"AccuracyDeviation"	"Min R2"	"RecoveryDeviation"	"ELV"	"RL"	"ULOQ"	"LLOQ"	"DL"	" Sample Identifier"	"Ion Ratio Q"	"Error m/z Q0"	"Error m/z Q1"	"Error m/z Q2"	"Error m/z Q3"	"Error m/z Q4"	"Error m/z Q5"	"Q0 Label"	"Q1 Label"	"Q2 Label"	"Q3 Label"	"Q4 Label"	"Q5 Label"	"Review State"	"Visited"	"%RSD RF"	"Carry Over Limit"	"False Negative"	"Response Range"	"Retention Time Drift"	"Signal In Blank"	"Intensity"	"1/K0 [V*s/cm2]"	"Expected 1/K0 [V*s/cm2]"	"Area to height ratio"	"(A/H)max / (A/H)min"	"Area of mobilogram peak"	"CCS [A2]"	"Expected CCS [A2]"	"Combined CCS Score"	"FWHM mobilogram peak"	"MRCSQ Score"	"Absolute deviation CCS [A2]"	"Relative deviation CCS [%]"	"Deviation 1/K0 [V*s/cm2]"	"Relative deviation 1/K0[%]"	"Calibration function term"	"Q0 Height"	"Q1 Height"	"Q2 Height"	"Q3 Height"	"Q4 Height"	"Q5 Height"	"Q0 Area"	"Q1 Area"	"Q2 Area"	"Q3 Area"	"Q4 Area"	"Q5 Area"	"Acquisition Date"	"Reprocessing Date"	"Analyte Tags"	"Acquisition Method"	"Reprocessing Method"	"instrumentName"	"instrumentSerialNumber"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"61034507-ac1a-4fa1-aba2-483370e8fe40"	"GUDCA-d4 [IS]"	""	""	"(-) 452.5 > 74.1 [35.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"156461"	"45447"	""	"++"	"2"	"5.01"	"5.05"	"-0.04"	"VALID"	"1.0"	""	"255"	"255"	"2"	"255"	"eaa72077-5a70-4707-92b6-97ccceb2132f"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"20433064"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"1.0 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.7956"	"101.44"	"535737b0-abbb-4426-8127-76805f7d1763"	""	"0.023"	""	""	""	""	"3.25"	"1.44"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 452.5 > 74.1 [35.0V]"	"(-) 452.5 > 408.3 [34.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"45448"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"154242x + 0.0"	"45447"	"1044"	""	""	""	""	"156461"	"3712"	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"59e59ee5-3778-4f55-8a2c-7cc3b0839894"	"Glycochnodeoxycholic acid (GCDCA)"	""	""	"(-) 448.3 > 74.1 [34.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"818167"	"233201"	""	"+"	"1"	"7.07"	"7.20"	"-0.13"	"VALID"	"50.9"	""	"255"	"255"	"1"	"255"	"e2d2992a-68d8-46e6-a0f3-34425026aff6"	"SAMPLE"	"no"	"GCDCA-d4"	"7.17"	"62266"	"17569"	"0.99"	"13.140"	"13.274"	"2376"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"50.9 units"	""	""	""	""	"IN_BATCH"	"0.9992"	""	"535737b0-abbb-4426-8127-76805f7d1763"	""	""	""	""	""	""	"3.34"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 448.3 > 74.1 [34.0V]"	""	""	""	""	""	"NONE"	"yes"	""	""	""	"RED"	""	""	"233756"	""	""	"4"	"1"	""	""	""	"-"	""	"-|••|-|-|-"	""	""	""	""	"0.2695x - 0.5639"	"233201"	""	""	""	""	""	"818167"	""	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"ec3ee319-5183-4d23-beac-83fa93e3e6ea"	"Glycocholic acid (GCA)"	""	""	"(-) 464.3 > 74.1 [36.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"688890"	"196738"	""	"++"	"2"	"5.86"	"5.88"	"-0.02"	"VALID"	"60.6"	""	"255"	"255"	"2"	"255"	"48801ae0-52dd-4a80-94ae-41ffe96fb5b8"	"SAMPLE"	"no"	"GCA-d4"	"5.85"	"63745"	"18120"	"1.00"	"10.807"	"10.858"	"1990"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"60.6 units"	""	""	""	""	"IN_BATCH"	"0.9935"	""	"535737b0-abbb-4426-8127-76805f7d1763"	""	""	""	""	""	""	"3.32"	""	"1"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 464.3 > 74.1 [36.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"197119"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.1782x + 0.01500"	"196738"	""	""	""	""	""	"688890"	""	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"5adfdf40-0b92-4a4d-b8db-8e3053dc903c"	"Glycodeoxycholic acid (GDCA)"	""	""	"(-) 448.3 > 74.2 [34.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"854458"	"236563"	""	"++"	"2"	"7.41"	"7.44"	"-0.03"	"VALID"	"60.2"	""	"255"	"255"	"2"	"255"	"6fdc98fb-30e7-44f3-af06-1973b8b8ba4d"	"SAMPLE"	"no"	"GDCA-d4"	"7.40"	"128513"	"34877"	"1.00"	"6.649"	"6.783"	"1604"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"60.2 units"	""	""	""	""	"IN_BATCH"	"0.9932"	""	"535737b0-abbb-4426-8127-76805f7d1763"	""	""	""	""	""	""	"3.42"	""	"1"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 448.3 > 74.2 [34.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"237095"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.1115x - 0.06227"	"236563"	""	""	""	""	""	"854458"	""	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"b3d73643-dff6-4319-b3e3-580c83876cb4"	"Glycolithocholic acid (GLCA)"	""	""	"(-) 432.3 > 74.1 [33.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"1820818"	"508256"	""	"+"	"1"	"8.44"	"8.33"	"0.11"	"VALID"	"85.9"	""	"255"	"255"	"1"	"255"	"265baab3-ef17-479b-8a28-0c6f7e323bf7"	"SAMPLE"	"no"	"GLCA-d4"	"8.43"	"228479"	"64407"	"1.00"	"7.969"	"7.891"	"4073"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"85.9 units"	""	""	""	""	"IN_BATCH"	"0.9995"	""	"535737b0-abbb-4426-8127-76805f7d1763"	""	""	""	""	""	""	"3.41"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 432.3 > 74.1 [33.0V]"	""	""	""	""	""	"NONE"	"yes"	""	""	""	"RED"	""	""	"508989"	""	""	"4"	"1"	""	""	""	"-"	""	"-|••|-|-|-"	""	""	""	""	"0.09306x - 0.02106"	"508256"	""	""	""	""	""	"1820818"	""	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"824d9b99-3ca4-49f6-9a21-4bf918ea0d12"	"Glycoursodeoxycholic acid (GUDCA)"	""	""	"(-) 448.3 > 74.2 [34.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"155399"	"45326"	""	"++"	"2"	"5.02"	"5.05"	"-0.03"	"VALID"	"40.2"	""	"255"	"255"	"2"	"255"	"7b16d939-1fa5-4470-b551-07deb439e213"	"SAMPLE"	"no"	"GUDCA-d4"	"5.01"	"156461"	"45448"	"1.00"	"0.993"	"0.997"	"103515"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"40.2 units"	""	""	""	""	"IN_BATCH"	"0.9988"	""	"535737b0-abbb-4426-8127-76805f7d1763"	""	""	""	""	""	""	"3.24"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 448.3 > 74.2 [34.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"45326"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.02516x - 0.01832"	"45326"	""	""	""	""	""	"155399"	""	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"c4a63fd1-462b-467f-af25-3fc9aa025571"	"Hyodeoxycholic acid (HDCA)"	""	""	"(-) 391.3 > 331.1 [12.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"163724"	"42727"	""	"++"	"2"	"6.43"	"6.41"	"0.02"	"VALID"	"46.9"	""	"255"	"255"	"2"	"255"	"aceac52f-ffa8-4daf-b5f7-61a6e328c668"	"SAMPLE"	"no"	"UDCA-d4"	"6.07"	"86388"	"24787"	"1.06"	"1.895"	"1.724"	"274.8"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"46.9 units"	""	""	""	""	"IN_BATCH"	"0.9905"	""	"535737b0-abbb-4426-8127-76805f7d1763"	""	""	""	""	""	""	"3.65"	""	"1"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 391.3 > 331.1 [12.0V]"	""	""	""	""	""	"NONE"	"yes"	""	""	""	"RED"	""	""	"43801"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.04106x - 0.03203"	"42727"	""	""	""	""	""	"163724"	""	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"d75e192d-6c22-4e28-82a2-db55a60263b5"	"LCA-d4 [IS]"	""	""	"(-) 379.5 > 379.3 [20.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"239623"	"59747"	""	"++"	"2"	"10.47"	"10.50"	"-0.03"	"VALID"	"0.8"	""	"255"	"255"	"2"	"255"	"7dc8643f-e65d-4126-b732-a109baba8743"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"724.0"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"2"	"0"	"1"	"1"	"units"	"0.8 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9952"	"75.30"	"535737b0-abbb-4426-8127-76805f7d1763"	""	""	""	""	""	""	"3.68"	"-24.70"	"0"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 379.5 > 379.3 [20.0V]"	"(-) 379.5 > 255.2 [15.0V]"	"(-) 379.5 > 272.4 [51.0V]"	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"60014"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"318219x + 0.0"	"59747"	""	""	""	""	""	"239623"	""	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"c383d17a-c390-4ef2-8f2d-2ed35bd58af8"	"Lithocholic acid (LCA)"	""	""	"(-) 375.2 > 217.0 [15.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"350079"	"87194"	""	"++"	"2"	"10.49"	"10.50"	"-0.01"	"VALID"	"73.6"	""	"255"	"255"	"2"	"255"	"26b0bd78-ba24-4be6-b7ea-0e2e1dc28962"	"SAMPLE"	"no"	"LCA-d4"	"10.47"	"239623"	"60014"	"1.00"	"1.461"	"1.453"	"324.8"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"73.6 units"	""	""	""	""	"IN_BATCH"	"0.9970"	""	"535737b0-abbb-4426-8127-76805f7d1763"	""	""	""	""	""	""	"3.67"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 375.2 > 217.0 [15.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"90826"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.01943x + 0.03060"	"87194"	""	""	""	""	""	"350079"	""	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"575baf3a-a8f6-4080-8129-824605cfcaec"	"TCA-d4 [IS]"	""	""	"(-) 518.6 > 80.1 [66.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"34249"	"9651"	""	"---"	"0"	"5.99"	"6.02"	"-0.03"	"VALID"	"0.8"	""	"255"	"255"	"2"	"0"	"98b0f1ac-5614-45a5-942b-f5c66b250154"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"95415"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"•"	"1"	"1"	"0"	"0"	"2"	"2"	"units"	"0.8 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9511"	"83.74"	"535737b0-abbb-4426-8127-76805f7d1763"	""	"0.363"	""	""	""	""	"3.40"	"-16.26"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 518.6 > 80.1 [66.0V]"	"(-) 518.6 > 124.1 [55.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"9651"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"56271x + 0.0"	"9651"	"3503"	""	""	""	""	"34249"	"12874"	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"8b90390b-a7b2-491e-bcf0-925812c85982"	"TCDCA-d4 [IS]"	""	""	"(-) 452.6 > 74.1 [35.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"103825"	"30049"	""	"++"	"2"	"7.05"	"7.05"	"0.00"	"VALID"	"0.8"	""	"255"	"255"	"2"	"255"	"be48c63c-c337-4854-a4e7-0a81f0719a4d"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"102046"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"0.8 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9795"	"81.20"	"535737b0-abbb-4426-8127-76805f7d1763"	""	""	""	""	""	""	"3.32"	"-18.80"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 452.6 > 74.1 [35.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"30049"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"127865x + 0.0"	"30049"	""	""	""	""	""	"103825"	""	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"b0a376a5-a71a-414a-8985-0e7ad9c40ac9"	"TDCA-d4 [IS]"	""	""	"(-) 502.6 > 80.1 [63.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"62584"	"18889"	""	"---"	"0"	"7.47"	"7.53"	"-0.06"	"VALID"	"0.8"	""	"255"	"255"	"2"	"0"	"6af80cf7-6d14-42dd-9e96-4b751018737e"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"307817"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"•"	"1"	"1"	"0"	"0"	"2"	"2"	"units"	"0.8 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9681"	"83.64"	"535737b0-abbb-4426-8127-76805f7d1763"	""	"0.345"	""	""	""	""	"3.13"	"-16.36"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 502.6 > 80.1 [63.0V]"	"(-) 502.6 > 124.1 [54.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"18889"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"100423x + 0.0"	"18889"	"6514"	""	""	""	""	"62584"	"21408"	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_BA Check solution_4.d"	"2cc4ac6b-230d-41c8-9ec9-ef87d86eb97a"	"TLCA-d4 [IS]"	""	""	"(-) 486.6 > 80.1 [59.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"62079"	"18045"	""	"+"	"1"	"8.48"	"8.36"	"0.12"	"VALID"	"0.9"	""	"255"	"255"	"1"	"255"	"6797d039-ada0-480c-aed5-e065e469e1e2"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"118083"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"0.9 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9785"	"86.12"	"535737b0-abbb-4426-8127-76805f7d1763"	""	""	""	""	""	""	"3.32"	"-13.88"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 486.6 > 80.1 [59.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"18045"	""	""	"3"	"1"	""	""	""	"-"	""	"-|••|-|-|-"	""	""	""	""	"72087x + 0.0"	"18045"	""	""	""	""	""	"62079"	""	""	""	""	""	"Wed Apr 19 11:58:42 AWST 2023"	"2023-04-21 08:42:27.193"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
